date,value,log_return
2004-12-31,82.23492432,0.02967590680412613
2005-01-31,80.39112091,-0.022676348259812684
2005-02-28,82.07162476,0.02068860504832859
2005-03-31,80.57028961,-0.018462372395179116
2005-04-30,79.06083679,-0.01891232424438627
2005-05-31,81.60850525,0.03171584549094408
2005-06-30,81.7321701,0.0015141956939164203
2005-07-31,84.85934448,0.0375474317840645
2005-08-31,84.06384277,-0.00941857188056705
2005-09-30,84.73848724,0.007993350116444198
2005-10-31,82.73432922,-0.023935271918575474
2005-11-30,86.37073517,0.04301428378494343
2005-12-31,86.20545959,-0.0019153931486224351
2006-01-31,88.27561951,0.02373044777018496
2006-02-28,88.7809906,0.005708597517012137
2006-03-31,90.24624634,0.01636944728538392
2006-04-30,91.38622284,0.012552727758877502
2006-05-31,88.63357544,-0.030583991176001746
2006-06-30,88.86476135,0.0026049375437624533
2006-07-31,89.26273346,0.004468403629708462
2006-08-31,91.21066284,0.021587725047456097
2006-09-30,93.67350006,0.02664352503054257
2006-10-31,96.62577057,0.03103014934519699
2006-11-30,98.54723358,0.01969048024483211
2006-12-31,99.86495209,0.013282832197512917
2007-01-31,101.3668976,0.014927790041213918
2007-02-28,99.3783493,-0.01981230815623558
2007-03-31,100.5300446,0.011522358011553102
2007-04-30,104.983078,0.04334254119889369
2007-05-31,108.5440979,0.03335734740257479
2007-06-30,106.9571152,-0.014728561067609114
2007-07-31,103.608284,-0.031810673581149196
2007-08-31,104.9378433,0.012750918284919699
2007-09-30,109.0004196,0.037983525459496015
2007-10-31,110.4791946,0.01347548730420467
2007-11-30,106.2000809,-0.039502348489429906
2007-12-31,105.0041962,-0.011324557409277958
2008-01-31,98.65550232,-0.062366306076915734
2008-02-29,96.10604095,-0.02618183200882207
2008-03-31,95.24661255,-0.008982725487900467
2008-04-30,99.78630066,0.046561456364564435
2008-05-31,101.2947083,0.01500326602354285
2008-06-30,92.82891083,-0.0872760415926841
2008-07-31,91.99477386,-0.009026360824339719
2008-08-31,93.41641998,0.015335363001064195
2008-09-30,84.61907959,-0.09890736431369529
2008-10-31,70.64112091,-0.18054734416166163
2008-11-30,65.7240448,-0.07214758686394873
2008-12-31,66.36792755,0.009749083738197939
2009-01-31,60.91814804,-0.08568279326972128
2009-02-28,54.37254715,-0.1136717491898862
2009-03-31,58.90234375,0.08002150337992386
2009-04-30,64.7540741,0.09471573717732529
2009-05-31,68.53918457,0.0568090001717767
2009-06-30,68.49432373,-0.0006547426561445135
2009-07-31,73.6043396,0.07195310937397359
2009-08-31,76.32331085,0.03627442140421255
2009-09-30,79.02949524,0.03484273289744255
2009-10-31,77.51013184,-0.019412479021031714
2009-11-30,82.28526306,0.059783366745921995
2009-12-31,83.85701752,0.018921148141189725
2010-01-31,80.80944824,-0.03701928376669095
2010-02-28,83.33026123,0.030717870920388357
2010-03-31,88.40337372,0.05909836989415762
2010-04-30,89.77098083,0.01535163657334948
2010-05-31,82.63825226,-0.0827890939926954
2010-06-30,78.36248779,-0.05312733496365851
2010-07-31,83.71470642,0.0660693252182023
2010-08-31,79.94916534,-0.04602366655334311
2010-09-30,87.10899353,0.08576913430127497
2010-10-31,90.43674469,0.03749051887031918
2010-11-30,90.43674469,0.0
2010-12-31,96.48264313,0.06471247560745486
2011-01-31,98.73069763,0.023032789407427146
2011-02-28,102.1603622,0.03414783949986422
2011-03-31,102.1726074,0.00011985535216041399
2011-04-30,105.1317062,0.02855029639716289
2011-05-31,103.9526825,-0.011278089239405986
2011-06-30,102.1990128,-0.017013801415109775
2011-07-31,100.1545944,-0.02020708198494514
2011-08-31,94.64852142,-0.05654468026658854
2011-09-30,88.07794952,-0.07194804358246198
2011-10-31,97.69136047,0.10359091356995442
2011-11-30,97.29441071,-0.004071582310611888
2011-12-31,98.31096649,0.010394038718058773
2012-01-31,102.8701172,0.04533161206915892
2012-02-29,107.3352203,0.04248964271222544
2012-03-31,110.7875061,0.03165716996833101
2012-04-30,110.0479507,-0.006697820861456094
2012-05-31,103.4389343,-0.06193475444376606
2012-06-30,107.6365967,0.0397792761107425
2012-07-31,108.909874,0.011759988237971086
2012-08-31,111.6383896,0.024744287458412728
2012-09-30,114.4685211,0.025034876677906936
2012-10-31,112.385376,-0.01836603807128334
2012-11-30,113.0214157,0.0056434979914152805
2012-12-31,114.0312424,0.008895146763500783
2013-01-31,119.868515,0.04992296673315977
2013-02-28,121.3979187,0.01267830060538877
2013-03-31,126.0074997,0.037267692281848674
2013-04-30,128.428421,0.019030287505455767
2013-05-31,131.4606323,0.02333571853777272
2013-06-30,129.7062683,-0.01343501327608898
2013-07-31,136.4091339,0.0503862878677559
2013-08-31,132.3179321,-0.030451104113327077
2013-09-30,136.505249,0.03115546496783672
2013-10-31,142.8264313,0.045267057816993805
2013-11-30,147.0594635,0.029206892675488483
2013-12-31,150.8721771,0.02559595046149621
2014-01-31,145.554184,-0.03588455313828387
2014-02-28,152.1792603,0.04451075413145844
2014-03-31,153.4416046,0.008260898542991946
2014-04-30,154.5082703,0.006927555766718996
2014-05-31,158.0938263,0.02294106976212973
2014-06-30,161.3577118,0.02043501871435982
2014-07-31,159.1894226,-0.013528882583266899
2014-08-31,165.4715576,0.038704492397918955
2014-09-30,163.1886902,-0.01389218276259463
2014-10-31,167.0319214,0.023277800374915003
2014-11-30,171.6206818,0.027101762843084742
2014-12-31,171.1853333,-0.0025399130404109016
2015-01-31,166.1132202,-0.030077184796973633
2015-02-28,175.4496155,0.05468230525512041
2015-03-31,172.6940155,-0.015830578543774898
2015-04-30,174.3922577,0.009785784591925584
2015-05-31,176.6342621,0.012774162411278489
2015-06-30,173.0464325,-0.02052132453891442
2015-07-31,176.9554291,0.022337933429477985
2015-08-31,166.1699829,-0.06288663006280881
2015-09-30,161.9299927,-0.025847159802284025
2015-10-31,175.7036743,0.08163480932081857
2015-11-30,176.3459473,0.003648768089318466
2015-12-31,173.2981873,-0.017433938643586444
2016-01-31,164.6703033,-0.05106842367696096
2016-02-29,164.5342865,-0.0008263360351223881
2016-03-31,175.6018066,0.06509999224435337
2016-04-30,176.2939148,0.003933603339509872
2016-05-31,179.2929077,0.016868251692660152
2016-06-30,179.9161987,0.0034703553692727596
2016-07-31,186.477951,0.03582182718921345
2016-08-31,186.7012634,0.0011968106370252585
2016-09-30,186.7121429,5.8270537797611155e-05
2016-10-31,183.4750214,-0.017489553000206826
2016-11-30,190.2339783,0.03617624419829912
2016-12-31,194.0903473,0.02006897912053507
2017-01-31,197.5635376,0.017736483583805196
2017-02-28,205.3261414,0.03853940663174438
2017-03-31,205.5827942,0.001249195678845183
2017-04-30,207.6234436,0.009877227416765777
2017-05-31,210.5535889,0.014014128121805136
2017-06-30,211.8958435,0.006354649877190255
2017-07-31,216.251236,0.02034601170533712
2017-08-31,216.8822021,0.002913497277400978
2017-09-30,221.2522125,0.01994892515804736
2017-10-31,226.4658051,0.023290678826874966
2017-11-30,233.3879242,0.03010801720295042
2017-12-31,236.2184601,0.01205507537155004
2018-01-31,249.5314331,0.0548278363855319
2018-02-28,240.4584656,-0.037037517201429004
2018-03-31,233.8673859,-0.02779314663929533
2018-04-30,235.0760651,0.005154915263049453
2018-05-31,240.7905273,0.02401823115846735
2018-06-30,242.1752472,0.00573425185564691
2018-07-31,251.1470184,0.036376872274430205
2018-08-31,259.1636658,0.031421278075675296
2018-09-30,260.7044983,0.005927799077992013
2018-10-31,242.6886902,-0.07160806376033158
2018-11-30,247.1903992,0.018379374912459667
2018-12-31,225.4256592,-0.09216845300572984
2019-01-31,243.4745026,0.07702179128907716
2019-02-28,251.3668823,0.03190132945895208
2019-03-31,255.9167633,0.017938693865714228
2019-04-30,266.3716125,0.040040125054037645
2019-05-31,249.3847809,-0.0658953647745486
2019-06-30,266.7385864,0.06727209310846582
2019-07-31,270.7714844,0.01500613252657157
2019-08-31,266.2378235,-0.0168852515196507
2019-09-30,271.4183044,0.019271206844563515
2019-10-31,277.4179077,0.021863871823549985
2019-11-30,287.4599609,0.03555852279153804
2019-12-31,295.8122559,0.028641398377101446
2020-01-31,295.6927795,-0.0004039742503429977
2020-02-29,272.2839661,-0.08247549350192163
2020-03-31,238.2835999,-0.13338395422632132
2020-04-30,268.5416565,0.11954448666386774
2020-05-31,281.3364258,0.04654515088099309
2020-06-30,286.3256836,0.017578718730126397
2020-07-31,303.1880798,0.05722342157392113
2020-08-31,324.3496399,0.06746873108643126
2020-09-30,312.2048645,-0.038162480119960485
2020-10-31,304.4203796,-0.02525001550586925
2020-11-30,337.5344238,0.10325792774356746
2020-12-31,350.0393982,0.03637821287831944
2021-01-31,346.4723206,-0.010242781823192715
2021-02-28,356.1062622,0.027426243027925068
2021-03-31,372.2731934,0.044398799961550495
2021-04-30,391.9702454,0.05155795671737895
2021-05-31,394.5440674,0.0065449061657210095
2021-06-30,403.3926392,0.022179539968848694
2021-07-31,413.240509,0.024119391257935163
2021-08-31,425.5384827,0.029325615341729616
2021-09-30,405.7059937,-0.047726641224262956
2021-10-31,434.1717834,0.06781152624461129
2021-11-30,430.6832886,-0.00806727932223783
2021-12-31,450.6014404,0.04521023386968359
2022-01-31,426.8361511,-0.05418300610818516
2022-02-28,414.2372131,-0.02996143027334508
2022-03-31,429.8085327,0.036901048495319166
2022-04-30,392.0846558,-0.09186206158532961
2022-05-31,392.9696655,0.0022546467190744934
2022-06-30,360.5652466,-0.08605949233715915
2022-07-31,393.7687683,0.08809092499755788
2022-08-31,377.702301,-0.04165753269121719
2022-09-30,342.7852478,-0.09700217046125648
2022-10-31,370.6453247,0.07814145586136956
2022-11-30,391.2500305,0.05410121257304823
2022-12-31,368.7029419,-0.05935553548555372
2023-01-31,391.88974,0.06098924039080433
2023-02-28,382.0365601,-0.025464213619873277
2023-03-31,396.2016296,0.03640693623518754
2023-04-30,402.5309143,0.01584865229329946
2023-05-31,404.3890381,0.0046054805777844265
2023-06-30,430.5934448,0.06278698120390835
2023-07-31,444.6881714,0.03220893670215741
2023-08-31,437.4611206,-0.016385463458600924
2023-09-30,416.7103271,-0.048596513470076985
2023-10-31,407.6641846,-0.021947562649113905
2023-11-30,444.9017334,0.08740967543129141
2023-12-31,465.2138672,0.04464379535373997
2024-01-31,472.6231079,0.015801029503149877
2024-02-29,497.2878418,0.05087075818261333
2024-03-31,513.5501099,0.03217859261202527
2024-04-30,492.8439636,-0.04115498952155505
2024-05-31,517.7718506,0.04934208228807613
2024-06-30,536.0388794,0.03467199225531381
2024-07-31,542.5298462,0.01203640530394523
2024-08-31,555.2063599,0.023096764340127862
2024-09-30,566.8682861,0.020787112816461395
2024-10-31,561.8098145,-0.008963592837073264
2024-11-30,595.312439,0.057922991030253
2024-12-31,580.9891357,-0.024354317922377966
2025-01-31,596.5924072,0.026502087849000766
2025-02-28,589.0187378,-0.012776149165753203
2025-03-31,556.1991577,-0.05733156863339062
2025-04-30,551.3768311,-0.00870794802551167
2025-05-31,586.0280762,0.06094922064349362
2025-06-30,616.1417847,0.05010940698262445
2025-07-31,630.3324585,0.022770285083370645
2025-08-31,643.2666016,0.02031186766841042
2025-09-30,666.1799927,0.03500063356843963
2025-10-31,682.0599976,0.023557733658361002
2025-11-30,660.0800171,-0.032756561292552
