date,value
1/29/93,24.31302834
2/1/93,24.48596001
2/2/93,24.53783607
2/3/93,24.79722595
2/4/93,24.90098381
2/5/93,24.8836937
2/8/93,24.8836937
2/9/93,24.71075439
2/10/93,24.74533081
2/11/93,24.86638069
2/12/93,24.67617798
2/16/93,24.0536499
2/17/93,24.03634453
2/18/93,24.01906586
2/19/93,24.10553741
2/22/93,24.1919899
2/23/93,24.17469597
2/24/93,24.48596001
2/25/93,24.53783607
2/26/93,24.57241821
3/1/93,24.50324821
3/2/93,24.86638069
3/3/93,24.97014618
3/4/93,24.83180618
3/5/93,24.76264191
3/8/93,25.31601143
3/9/93,25.22954178
3/10/93,25.28141212
3/11/93,25.21224213
3/12/93,24.95285416
3/15/93,25.0738945
3/16/93,25.0738945
3/17/93,24.9182663
3/18/93,25.0738945
3/19/93,25.0359478
3/22/93,24.89696693
3/23/93,24.94907188
3/24/93,24.94907188
3/25/93,25.10545921
3/26/93,24.96645546
3/29/93,25.07070541
3/30/93,25.14021301
3/31/93,25.12283516
4/1/93,25.0359478
4/2/93,24.51473045
4/5/93,24.63634682
4/6/93,24.56686401
4/7/93,24.65371704
4/8/93,24.6189785
4/12/93,24.96645546
4/13/93,25.01857567
4/14/93,24.98383522
4/15/93,24.98383522
4/16/93,24.98383522
4/19/93,24.87958336
4/20/93,24.75797462
4/21/93,24.74060249
4/22/93,24.4278698
4/23/93,24.32362747
4/26/93,24.13250542
4/27/93,24.39311981
4/28/93,24.34099197
4/29/93,24.44524002
4/30/93,24.47997856
5/3/93,24.63634682
5/4/93,24.72321129
5/5/93,24.79272842
5/6/93,24.70584297
5/7/93,24.65371704
5/10/93,24.70584297
5/11/93,24.81009102
5/12/93,24.77535439
5/13/93,24.47997856
5/14/93,24.46261597
5/17/93,24.54948807
5/18/93,24.53211021
5/19/93,25.0359478
5/20/93,25.10545921
5/21/93,24.87958336
5/24/93,24.98383522
5/25/93,25.0359478
5/26/93,25.34868431
5/27/93,25.2618103
5/28/93,25.14021301
6/1/93,25.38343048
6/2/93,25.34868431
6/3/93,25.2618103
6/4/93,25.17494774
6/7/93,25.08807373
6/8/93,24.86221695
6/9/93,24.94907188
6/10/93,24.96645546
6/11/93,25.07070541
6/14/93,25.0359478
6/15/93,24.98383522
6/16/93,25.0359478
6/17/93,25.12283516
6/18/93,24.91594887
6/21/93,24.96844101
6/22/93,24.98592377
6/23/93,24.758461
6/24/93,25.09090424
6/25/93,25.07341194
6/28/93,25.35337067
6/29/93,25.23088837
6/30/93,25.23088837
7/1/93,25.1608963
7/2/93,25.02091217
7/6/93,24.758461
7/7/93,24.82844734
7/8/93,25.10841179
7/9/93,25.17840195
7/12/93,25.1608963
7/13/93,25.14339447
7/14/93,25.23088837
7/15/93,25.12589073
7/16/93,25.05591393
7/19/93,25.038414
7/20/93,25.10841179
7/21/93,25.09090424
7/22/93,24.91594887
7/23/93,25.038414
7/26/93,25.17840195
7/27/93,25.1608963
7/28/93,25.10841179
7/29/93,25.24838638
7/30/93,25.10841179
8/2/93,25.17840195
8/3/93,25.1958847
8/4/93,25.1958847
8/5/93,25.14339447
8/6/93,25.17840195
8/9/93,25.31838417
8/10/93,25.30088615
8/11/93,25.30088615
8/12/93,25.23088837
8/13/93,25.26587868
8/16/93,25.4058609
8/17/93,25.49334335
8/18/93,25.63331413
8/19/93,25.63331413
8/20/93,25.65081596
8/23/93,25.59832573
8/24/93,25.87827873
8/25/93,25.89577293
8/26/93,25.91327667
8/27/93,25.89577293
8/30/93,26.00075722
8/31/93,26.07075691
9/1/93,26.03575516
9/2/93,25.94826317
9/3/93,25.96575928
9/7/93,25.79079247
9/8/93,25.7033062
9/9/93,25.75580788
9/10/93,25.98326302
9/13/93,26.00075722
9/14/93,25.89577293
9/15/93,25.96575928
9/16/93,25.86078072
9/17/93,25.81064224
9/20/93,25.59937286
9/21/93,25.51134491
9/22/93,25.72261047
9/23/93,25.86346436
9/24/93,25.79301834
9/27/93,26.07473183
9/28/93,26.0219059
9/29/93,25.9338913
9/30/93,25.88108444
10/1/93,26.00431633
10/4/93,26.0395298
10/5/93,26.00431633
10/6/93,25.98671341
10/7/93,25.91629028
10/8/93,25.95149422
10/11/93,26.00431633
10/12/93,26.0395298
10/13/93,26.0395298
10/14/93,26.37403679
10/15/93,26.51488113
10/18/93,26.44444466
10/19/93,26.25078773
10/20/93,26.28599739
10/21/93,26.25078773
10/22/93,26.12755013
10/25/93,26.19797707
10/26/93,26.18037796
10/27/93,26.19797707
10/28/93,26.39165306
10/29/93,26.39165306
11/1/93,26.46208382
11/2/93,26.44444466
11/3/93,26.1099472
11/4/93,25.82825089
11/5/93,25.95149422
11/8/93,25.98671341
11/9/93,26.00431633
11/10/93,26.19797707
11/11/93,26.12755013
11/12/93,26.25078773
11/15/93,26.23318863
11/16/93,26.3564167
11/17/93,26.21557236
11/18/93,26.14516258
11/19/93,26.09233284
11/22/93,25.9338913
11/23/93,26.07473183
11/24/93,26.18037796
11/26/93,26.19797707
11/29/93,26.09233284
11/30/93,26.1099472
12/1/93,26.14516258
12/2/93,26.21557236
12/3/93,26.32121277
12/6/93,26.40925026
12/7/93,26.39165306
12/8/93,26.39165306
12/9/93,26.30362701
12/10/93,26.25078773
12/13/93,26.40925026
12/14/93,26.21557236
12/15/93,26.18037796
12/16/93,26.2684021
12/17/93,26.41276741
12/20/93,26.44822311
12/21/93,26.35959435
12/22/93,26.53684616
12/23/93,26.51911545
12/27/93,26.66093636
12/28/93,26.71412468
12/29/93,26.67866898
12/30/93,26.5723114
12/31/93,26.43048477
1/3/94,26.35959435
1/4/94,26.46594048
1/5/94,26.51911545
1/6/94,26.51911545
1/7/94,26.67866898
1/10/94,26.99776268
1/11/94,26.94457436
1/12/94,26.85594368
1/13/94,26.78503227
1/14/94,26.89138794
1/17/94,26.89138794
1/18/94,26.92683983
1/19/94,26.85594368
1/20/94,26.92683983
1/21/94,26.87365913
1/24/94,26.767313
1/25/94,26.767313
1/26/94,26.83821297
1/27/94,27.08638382
1/28/94,27.15728188
1/31/94,27.3522644
2/1/94,27.21047401
2/2/94,27.38774109
2/3/94,27.26364326
2/4/94,26.64322853
2/7/94,26.767313
2/8/94,26.78503227
2/9/94,26.89138794
2/10/94,26.66093636
2/11/94,26.74957657
2/14/94,26.78503227
2/15/94,26.92683983
2/16/94,26.90912056
2/17/94,26.74957657
2/18/94,26.59003258
2/22/94,26.85594368
2/23/94,26.78503227
2/24/94,26.43048477
2/25/94,26.5545826
2/28/94,26.5545826
3/1/94,26.44822311
3/2/94,26.48369026
3/3/94,26.41276741
3/4/94,26.48369026
3/7/94,26.62547112
3/8/94,26.51911545
3/9/94,26.64322853
3/10/94,26.43048477
3/11/94,26.5723114
3/14/94,26.60777092
3/15/94,26.59003258
3/16/94,26.80276871
