date,value,norm
1990-01-31,25.3600006103516,0.7870217126421568
1990-02-28,21.9899997711182,0.33271718689184837
1990-03-31,19.7299995422363,0.02805010187968642
1990-04-30,19.5200004577637,-0.00025954521850995863
1990-05-31,17.3700008392334,-0.29009762053541166
1990-06-30,15.5,-0.5421894997213709
1990-07-31,21.1100006103516,0.2140858807098353
1990-08-31,29.8999996185303,1.3990518558710452
1990-09-30,29.1100006103516,1.2925533290530287
1990-10-31,30.0400009155273,1.4179252110631821
1990-11-30,22.1599998474121,0.35563463045420207
1990-12-31,26.3799991607666,0.9245261168896344
1991-01-31,20.9099998474121,0.1871240916505781
1991-02-28,21.2299995422363,0.2302627484440352
1991-03-31,16.8799991607666,-0.3561539780179077
1991-04-30,18.2399997711182,-0.17281442951902354
1991-05-31,15.9300003051758,-0.48422183323265333
1991-06-30,19.5499992370605,0.0037845431516939083
1991-07-31,15.1800003051758,-0.5853281565148277
1991-08-31,14.460000038147,-0.6823902628634488
1991-09-30,15.8500003814697,-0.49500649743102443
1991-10-31,15.4799995422363,-0.5448857300526351
1991-11-30,20.2600002288818,0.09949866289802561
1991-12-31,19.3099994659424,-0.028569449443392077
1992-01-31,17.3999996185303,-0.2860535321651944
1992-02-29,16.6800003051758,-0.38311550995047916
1992-03-31,16.1800003051758,-0.45051972547192876
1992-04-30,15.5299997329712,-0.5381452827878174
1992-05-31,13.8599996566772,-0.7632753729145335
1992-06-30,13.3500003814697,-0.8320275750382724
1992-07-31,13.1700000762939,-0.8562931337662651
1992-08-31,13.5799999237061,-0.8010216976087982
1992-09-30,14.2799997329712,-0.7066558215914414
1992-10-31,16.1499996185303,-0.4545640709688184
1992-11-30,13.0100002288818,-0.8778624621629934
1992-12-31,12.5699996948242,-0.9371782438173364
1993-01-31,12.4200000762939,-0.9573994570484394
1993-02-28,13.1599998474121,-0.8576412489318903
1993-03-31,12.5299997329712,-0.9425705759165149
1993-04-30,12.4200000762939,-0.9573994570484394
1993-05-31,13.4700002670288,-0.8158505787407226
1993-06-30,11.2600002288818,-1.113777216488067
1993-07-31,11.7299995422363,-1.050417346463507
1993-08-31,11.8500003814697,-1.0342402216026212
1993-09-30,12.9899997711182,-0.8805586924942442
1993-10-31,11.460000038147,-1.0868155559921464
1993-11-30,13.7600002288818,-0.7767561388808191
1993-12-31,11.6599998474121,-1.059853895496239
1994-01-31,10.6300001144409,-1.1987065434726916
1994-02-28,14.8699998855591,-0.6271188267059955
1994-03-31,20.4500007629395,0.12511233679165693
1994-04-30,13.7700004577637,-0.7754080237151803
1994-05-31,13.0299997329712,-0.8751663603950653
1994-06-30,14.9700002670288,-0.6136379321763739
1994-07-31,11.1300001144409,-1.131302327951242
1994-08-31,11.9700002670288,-1.0180632253050714
1994-09-30,14.2799997329712,-0.7066558215914414
1994-10-31,14.5600004196167,-0.6689093683338272
1994-11-30,15.9499998092651,-0.4815257314647389
1994-12-31,13.1999998092651,-0.8522489168327116
1995-01-31,11.960000038147,-1.0194113404706968
1995-02-28,11.75,-1.0477211161322428
1995-03-31,13.3699998855591,-0.8293314732703443
1995-04-30,11.75,-1.0477211161322428
1995-05-31,12.8500003814697,-0.8994317905597219
1995-06-30,11.3800001144409,-1.0976002201905173
1995-07-31,13.4899997711182,-0.8131544769727946
1995-08-31,11.5200004577637,-1.0787269935617034
1995-09-30,12.7399997711182,-0.914260800254969
1995-10-31,13.8299999237061,-0.7673195898480734
1995-11-30,11.5799999237061,-1.0706385596945964
1995-12-31,12.5200004577637,-0.9439185625188041
1996-01-31,12.5299997329712,-0.9425705759165149
1996-02-29,17.0400009155273,-0.3345843924945071
1996-03-31,18.8799991607666,-0.08653711593210937
1996-04-30,15.8299999237061,-0.497702727762275
1996-05-31,16.0699996948242,-0.465348735167189
1996-06-30,13.6800003051758,-0.7875408030791765
1996-07-31,19.4599990844727,-0.008348236212289174
1996-08-31,17.0100002288818,-0.3386287379913967
1996-09-30,16.9500007629395,-0.34671717185849016
1996-10-31,18.1100006103516,-0.19033941241886224
1996-11-30,17.1399993896484,-0.32110375509155803
1996-12-31,20.9200000762939,0.1884722068162035
1997-01-31,19.4699993133545,-0.007000121046663776
1997-02-28,21.1000003814697,0.2127377655441965
1997-03-31,22.1399993896484,0.35293840012293787
1997-04-30,20.0599994659424,0.07253687383878231
1997-05-31,19.1900005340576,-0.04474631717760585
1997-06-30,21.5300006866455,0.2707054320329138
1997-07-31,21.4799995422363,0.26396485620475996
1997-08-31,24.7600002288818,0.7061366025910719
1997-09-30,22.9099998474121,0.45674095373637646
1997-10-31,35.0900001525879,2.098707684979159
1997-11-30,27.4300003051758,1.066075123760687
1997-12-31,24.0100002288818,0.6050302793088975
1998-01-31,21.4699993133545,0.26261674103913457
1998-02-28,18.5499992370605,-0.13102388789120525
1998-03-31,24.2199993133545,0.6333399264071073
1998-04-30,21.1800003051758,0.2235224297425671
1998-05-31,21.3199996948242,0.24239552780803167
1998-06-30,19.7099990844727,0.02535387154843562
1998-07-31,24.7999992370605,0.7115288061269146
1998-08-31,44.2799987792969,3.337596981132198
1998-09-30,40.9500007629395,2.8886851731710905
1998-10-31,28.0499992370605,1.149656207016337
1998-11-30,26.0100002288818,0.8746471413946959
1998-12-31,24.4200000762939,0.6603017154663506
1999-01-31,26.25,0.9070011339897952
1999-02-28,27.8799991607666,1.1267387634539832
1999-03-31,23.2600002288818,0.5039239560267231
1999-04-30,25.0699996948242,0.7479271442189036
1999-05-31,25.3899993896484,0.7910658010123601
1999-06-30,21.0900001525879,0.21138965037857108
1999-07-31,24.6399993896484,0.6899594777301858
1999-08-31,24.4500007629395,0.6643460609632537
1999-09-30,25.4099998474121,0.7937620313436243
1999-10-31,22.2000007629395,0.3610270911167305
1999-11-30,24.1800003051758,0.6279477228712647
1999-12-31,24.6399993896484,0.6899594777301858
2000-01-31,24.9500007629395,0.7317502764847033
2000-02-29,23.3700008392334,0.5187529657219834
2000-03-31,24.1100006103516,0.6185111738385328
2000-04-30,26.2000007629395,0.9002608152883271
2000-05-31,23.6499996185303,0.5564991618529255
2000-06-30,19.5400009155273,0.00243668511274084
2000-07-31,20.7399997711182,0.1642066480882244
2000-08-31,16.8400001525879,-0.3615461815537504
2000-09-30,20.5699996948242,0.1412892045258573
2000-10-31,23.6299991607666,0.5538029315216617
2000-11-30,29.6499996185303,1.3653497481103205
2000-12-31,26.8500003814697,0.9878862440408668
2001-01-31,22.0200004577637,0.33676153238873796
2001-02-28,28.3500003814697,1.1900988906052155
2001-03-31,28.6399993896484,1.2291932019017824
2001-04-30,25.4799995422363,0.8031985803763567
2001-05-31,22.6399993896484,0.42034261564438746
2001-06-30,19.0599994659424,-0.06227155720411687
