date,macro_score,liquidity_score,theta_macro_deg,coherence_macro
1962-02-06,-0.599228279876546,-0.599228279876546,-135.39570724863822,1.108241991783979
1962-02-07,-0.5958303444313403,-0.5958303444313403,-135.39589482034154,1.1024219069316703
1962-02-08,-0.5958303444313403,-0.5958303444313403,-135.39589482034154,1.1024219069316703
1962-02-09,-0.6026262153217515,-0.6026262153217515,-135.39552163675972,1.1140620766480405
1962-02-13,-0.6094220862121625,-0.6094220862121625,-135.39515617088523,1.1257022464106945
1962-02-14,-0.6094220862121625,-0.6094220862121625,-135.39515617088523,1.1257022464106945
1962-02-15,-0.6128200216573684,-0.6128200216573684,-135.3949762576569,1.1315223313089324
1962-02-16,-0.6128200216573684,-0.6128200216573684,-135.3949762576569,1.1315223313089324
1962-02-19,-0.6162179571025739,-0.6162179571025739,-135.39479818575668,1.1373424162182124
1962-02-20,-0.6026262153217515,-0.6026262153217515,-135.39552163675972,1.1140620766480405
1962-02-21,-0.6094220862121625,-0.6094220862121625,-135.39515617088523,1.1257022464106945
1962-02-23,-0.6128200216573684,-0.6128200216573684,-135.3949762576569,1.1315223313089324
1962-02-26,-0.6196158925477794,-0.6196158925477794,-135.39462192706074,1.1431625011383664
1962-02-27,-0.6162179571025739,-0.6162179571025739,-135.39479818575668,1.1373424162182124
1962-02-28,-0.6196158925477794,-0.6196158925477794,-135.39462192706074,1.1431625011383664
1962-03-01,0.39062606365186825,-0.6264117634381905,153.32317447703147,0.9201116266501167
1962-03-02,-0.6264117634381905,-0.6264117634381905,-135.39427473962147,1.1548026710106392
1962-03-05,-0.6196158925477794,-0.6196158925477794,-135.39462192706074,1.1431625011383664
1962-03-06,-0.6162179571025739,-0.6162179571025739,-135.39479818575668,1.1373424162182124
1962-03-07,-0.6196158925477794,-0.6196158925477794,-135.39462192706074,1.1431625011383664
1962-03-08,-0.6264117634381905,-0.6264117634381905,-135.39427473962147,1.1548026710106392
1962-03-09,-0.6332076343286016,-0.6332076343286016,-135.39393448149005,1.1664428409244683
1962-03-12,-0.6400035052190127,-0.6400035052190127,-135.3936009472693,1.1780830108786216
1962-03-13,-0.646799376109424,-0.646799376109424,-135.39327393960042,1.1897231808719158
1962-03-14,-0.6434014406642182,-0.6434014406642182,-135.3934366396476,1.183903095870448
1962-03-15,-0.6332076343286016,-0.6332076343286016,-135.39393448149005,1.1664428409244683
1962-03-16,-0.6332076343286016,-0.6332076343286016,-135.39393448149005,1.1664428409244683
1962-03-19,-0.6434014406642182,-0.6434014406642182,-135.3934366396476,1.183903095870448
1962-03-20,-0.6501973115546293,-0.6501973115546293,-135.39311282365,1.195543265882883
1962-03-21,-0.6671869887806573,-0.6671869887806573,-135.39233021486982,1.2246436910754812
1962-03-22,-0.6773807951162739,-0.6773807951162739,-135.39187825141232,1.2421039462966008
1962-03-23,-0.6637890533354517,-0.6637890533354517,-135.3924837469564,1.218823606019032
1962-03-26,-0.6569931824450406,-0.6569931824450406,-135.39279525239223,1.207183435932769
1962-03-27,-0.6535952469998351,-0.6535952469998351,-135.39295326877354,1.2013633509032127
1962-03-28,-0.6535952469998351,-0.6535952469998351,-135.39295326877354,1.2013633509032127
1962-03-29,-0.6535952469998351,-0.6535952469998351,-135.39295326877354,1.2013633509032127
1962-03-30,-0.6671869887806573,-0.6671869887806573,-135.39233021486982,1.2246436910754812
1962-04-01,0.47469863547620894,,,
1962-04-02,-0.6671869887806573,-0.6671869887806573,-135.39233021486982,1.2246436910754812
1962-04-03,-0.6773807951162739,-0.6773807951162739,-135.39187825141232,1.2421039462966008
