Price,value
Ticker,SPY
date,
1993-10-28,26.391653060913086
1993-10-29,26.391653060913086
1993-11-01,26.46208381652832
1993-11-02,26.44444465637207
1993-11-03,26.109947204589844
1993-11-04,25.828250885009766
1993-11-05,25.951494216918945
1993-11-08,25.986713409423828
1993-11-09,26.004316329956055
1993-11-10,26.19797706604004
1993-11-11,26.12755012512207
1993-11-12,26.25078773498535
1993-11-15,26.23318862915039
1993-11-16,26.356416702270508
1993-11-17,26.215572357177734
1993-11-18,26.14516258239746
1993-11-19,26.09233283996582
1993-11-22,25.93389129638672
1993-11-23,26.074731826782227
1993-11-24,26.180377960205078
1993-11-26,26.19797706604004
1993-11-29,26.09233283996582
1993-11-30,26.109947204589844
1993-12-01,26.14516258239746
1993-12-02,26.215572357177734
1993-12-03,26.321212768554688
1993-12-06,26.409250259399414
1993-12-07,26.391653060913086
1993-12-08,26.391653060913086
1993-12-09,26.303627014160156
1993-12-10,26.25078773498535
1993-12-13,26.409250259399414
1993-12-14,26.215572357177734
1993-12-15,26.180377960205078
1993-12-16,26.268402099609375
1993-12-17,26.41276741027832
1993-12-20,26.448223114013672
1993-12-21,26.359594345092773
1993-12-22,26.536846160888672
1993-12-23,26.519115447998047
1993-12-27,26.66093635559082
1993-12-28,26.71412467956543
1993-12-29,26.678668975830078
1993-12-30,26.572311401367188
1993-12-31,26.430484771728516
1994-01-03,26.359594345092773
1994-01-04,26.465940475463867
1994-01-05,26.519115447998047
1994-01-06,26.519115447998047
1994-01-07,26.678668975830078
1994-01-10,26.99776268005371
1994-01-11,26.9445743560791
1994-01-12,26.85594367980957
1994-01-13,26.785032272338867
1994-01-14,26.891387939453125
1994-01-17,26.891387939453125
1994-01-18,26.92683982849121
1994-01-19,26.85594367980957
1994-01-20,26.92683982849121
1994-01-21,26.873659133911133
1994-01-24,26.76731300354004
1994-01-25,26.76731300354004
1994-01-26,26.838212966918945
1994-01-27,27.086383819580078
1994-01-28,27.15728187561035
1994-01-31,27.352264404296875
1994-02-01,27.210474014282227
1994-02-02,27.387741088867188
1994-02-03,27.263643264770508
1994-02-04,26.64322853088379
1994-02-07,26.76731300354004
1994-02-08,26.785032272338867
1994-02-09,26.891387939453125
1994-02-10,26.66093635559082
1994-02-11,26.749576568603516
1994-02-14,26.785032272338867
1994-02-15,26.92683982849121
1994-02-16,26.909120559692383
1994-02-17,26.749576568603516
1994-02-18,26.59003257751465
1994-02-22,26.85594367980957
1994-02-23,26.785032272338867
1994-02-24,26.430484771728516
1994-02-25,26.554582595825195
1994-02-28,26.554582595825195
1994-03-01,26.448223114013672
1994-03-02,26.48369026184082
1994-03-03,26.41276741027832
1994-03-04,26.48369026184082
1994-03-07,26.625471115112305
1994-03-08,26.519115447998047
1994-03-09,26.64322853088379
1994-03-10,26.430484771728516
1994-03-11,26.572311401367188
1994-03-14,26.607770919799805
1994-03-15,26.59003257751465
1994-03-16,26.80276870727539
1994-03-17,26.80276870727539
1994-03-18,26.796924591064453
1994-03-21,26.725587844848633
1994-03-22,26.796924591064453
1994-03-23,26.7790584564209
1994-03-24,26.45815658569336
1994-03-25,26.20856475830078
1994-03-28,26.24421501159668
1994-03-29,25.727169036865234
1994-03-30,25.37059211730957
1994-03-31,25.441917419433594
1994-04-04,25.049665451049805
1994-04-05,25.566713333129883
1994-04-06,25.566713333129883
1994-04-07,25.691516876220703
1994-04-08,25.495389938354492
1994-04-11,25.602354049682617
1994-04-12,25.566713333129883
1994-04-13,25.4329891204834
1994-04-14,25.441917419433594
1994-04-15,25.441917419433594
1994-04-18,25.27254295349121
1994-04-19,25.308189392089844
1994-04-20,25.28144073486328
1994-04-21,25.620195388793945
1994-04-22,25.593441009521484
1994-04-25,25.86087989807129
1994-04-26,25.834152221679688
1994-04-28,25.646940231323242
1994-04-29,25.727169036865234
1994-05-02,25.88762664794922
1994-05-03,25.86087989807129
1994-05-04,25.81631088256836
1994-05-05,25.78066635131836
1994-05-06,25.531051635742188
1994-05-09,25.308189392089844
1994-05-10,25.504295349121094
1994-05-11,25.27254295349121
1994-05-12,25.3973445892334
1994-05-13,25.3973445892334
1994-05-16,25.406253814697266
1994-05-17,25.78066635131836
1994-05-18,25.967864990234375
1994-05-19,26.0926570892334
1994-05-20,25.994619369506836
1994-05-23,25.950031280517578
1994-05-24,26.05701446533203
1994-05-25,26.128334045410156
1994-05-26,26.14614486694336
1994-05-27,26.17290496826172
1994-05-31,26.137239456176758
1994-06-01,26.253110885620117
1994-06-02,26.226383209228516
1994-06-03,26.37792205810547
1994-06-06,26.369016647338867
1994-06-07,26.333362579345703
1994-06-08,26.119394302368164
1994-06-09,26.262046813964844
1994-06-10,26.306610107421875
1994-06-13,26.342269897460938
1994-06-14,26.547292709350586
1994-06-15,26.440324783325195
1994-06-16,26.49382972717285
1994-06-17,26.345945358276367
1994-06-20,26.121599197387695
1994-06-21,25.89726448059082
1994-06-22,25.99597930908203
1994-06-23,25.84342384338379
1994-06-24,25.30502700805664
1994-06-27,25.744701385498047
1994-06-28,25.61909294128418
1994-06-29,25.69984245300293
1994-06-30,25.538328170776367
1994-07-01,25.592174530029297
1994-07-05,25.726776123046875
1994-07-06,25.690876007080078
1994-07-07,25.79855728149414
1994-07-08,25.789573669433594
1994-07-11,25.69984245300293
1994-07-12,25.735746383666992
1994-07-13,25.780624389648438
1994-07-14,26.058780670166016
1994-07-15,26.067750930786133
1994-07-18,26.112627029418945
1994-07-19,26.058780670166016
1994-07-20,25.942148208618164
1994-07-21,25.99597930908203
1994-07-22,26.040834426879883
1994-07-25,26.07673454284668
1994-07-26,26.049814224243164
1994-07-27,26.049814224243164
1994-07-28,26.103639602661133
1994-07-29,26.363876342773438
1994-08-01,26.48951530456543
1994-08-02,26.525392532348633
1994-08-03,26.534385681152344
1994-08-04,26.381837844848633
1994-08-05,26.292083740234375
1994-08-08,26.35489273071289
1994-08-09,26.399778366088867
1994-08-10,26.49847984313965
1994-08-11,26.399778366088867
1994-08-12,26.606157302856445
1994-08-15,26.59718132019043
1994-08-16,26.78563690185547
1994-08-17,26.767669677734375
1994-08-18,26.677953720092773
1994-08-19,26.659996032714844
1994-08-22,26.633081436157227
1994-08-23,26.78563690185547
1994-08-24,27.07278060913086
1994-08-25,27.00099754333496
1994-08-26,27.386842727661133
1994-08-29,27.36890411376953
1994-08-30,27.44068145751953
1994-08-31,27.36890411376953
1994-09-01,27.279170989990234
1994-09-02,27.162511825561523
1994-09-06,27.17148780822754
1994-09-07,27.144567489624023
1994-09-08,27.279170989990234
1994-09-09,26.992013931274414
1994-09-12,26.911258697509766
1994-09-13,26.992013931274414
1994-09-14,27.018938064575195
1994-09-15,27.35991096496582
1994-09-16,27.16520881652832
1994-09-19,27.19229507446289
1994-09-20,26.677698135375977
1994-09-21,26.677698135375977
1994-09-22,26.614500045776367
1994-09-23,26.524229049682617
1994-09-26,26.659645080566406
1994-09-27,26.6415958404541
1994-09-28,26.849241256713867
1994-09-29,26.713809967041016
1994-09-30,26.677698135375977
1994-10-03,26.614500045776367
1994-10-04,26.217262268066406
1994-10-05,26.226306915283203
1994-10-06,26.14504623413086
1994-10-07,26.262401580810547
1994-10-10,26.542295455932617
1994-10-11,26.939516067504883
1994-10-12,26.975616455078125
1994-10-13,27.06589698791504
1994-10-14,27.18328094482422
1994-10-17,27.12911605834961
1994-10-18,27.06589698791504
1994-10-19,27.19229507446289
1994-10-20,27.011735916137695
1994-10-21,26.90340232849121
1994-10-24,26.677698135375977
1994-10-25,26.704788208007812
1994-10-26,26.8040828704834
1994-10-27,26.96660041809082
1994-10-28,27.535358428955078
1994-10-31,27.436046600341797
1994-11-01,27.12911605834961
1994-11-02,26.975616455078125
1994-11-03,27.12008285522461
1994-11-04,26.76799201965332
1994-11-07,26.849241256713867
1994-11-08,27.056859970092773
1994-11-09,27.102014541625977
1994-11-10,26.91243553161621
1994-11-11,26.813125610351562
1994-11-14,27.06589698791504
1994-11-15,26.975616455078125
1994-11-16,27.06589698791504
1994-11-17,26.885337829589844
1994-11-18,26.849241256713867
1994-11-21,26.578388214111328
1994-11-22,26.000606536865234
1994-11-23,26.14504623413086
1994-11-25,26.271434783935547
1994-11-28,26.388809204101562
1994-11-29,26.379785537719727
1994-11-30,26.343669891357422
1994-12-01,26.08185577392578
1994-12-02,26.325611114501953
1994-12-05,26.352680206298828
1994-12-06,26.370752334594727
1994-12-07,26.181163787841797
1994-12-08,25.928377151489258
1994-12-09,26.02768325805664
1994-12-12,26.199220657348633
1994-12-13,26.298511505126953
1994-12-14,26.433950424194336
1994-12-15,26.51519775390625
1994-12-16,26.644710540771484
1994-12-19,26.681110382080078
1994-12-20,26.599210739135742
1994-12-21,26.881305694580078
1994-12-22,26.799394607543945
1994-12-23,26.826702117919922
1994-12-27,26.972318649291992
1994-12-28,26.83580780029297
1994-12-29,26.854013442993164
1994-12-30,26.53550910949707
1995-01-03,26.662900924682617
1995-01-04,26.79030418395996
1995-01-05,26.79030418395996
1995-01-06,26.817615509033203
1995-01-09,26.844905853271484
1995-01-10,26.872207641601562
1995-01-11,26.890403747558594
1995-01-12,26.89949607849121
1995-01-13,27.217994689941406
1995-01-16,27.381803512573242
1995-01-17,27.390907287597656
1995-01-18,27.36358642578125
1995-01-19,27.20890235900879
1995-01-20,27.108802795410156
1995-01-23,27.190698623657227
1995-01-24,27.22710418701172
1995-01-25,27.299898147583008
1995-01-26,27.327207565307617
1995-01-27,27.436405181884766
1995-01-30,27.318103790283203
1995-01-31,27.427305221557617
1995-02-01,27.418209075927734
1995-02-02,27.58197784423828
1995-02-03,27.97330093383789
1995-02-06,28.09160614013672
1995-02-07,28.128000259399414
1995-02-08,28.128000259399414
1995-02-09,28.128000259399414
1995-02-10,28.164400100708008
1995-02-13,28.17350196838379
1995-02-14,28.20989418029785
1995-02-15,28.364604949951172
1995-02-16,28.328201293945312
1995-02-17,28.219011306762695
1995-02-21,28.20989418029785
1995-02-22,28.419204711914062
1995-02-23,28.464698791503906
1995-02-24,28.537508010864258
1995-02-27,28.31002426147461
1995-02-28,28.546606063842773
1995-03-01,28.364604949951172
1995-03-02,28.401010513305664
1995-03-03,28.41010856628418
1995-03-06,28.42828941345215
1995-03-07,28.20989418029785
1995-03-08,28.28271484375
1995-03-09,28.273611068725586
1995-03-10,28.69219398498535
1995-03-13,28.66490936279297
1995-03-14,28.87419319152832
1995-03-15,28.819602966308594
1995-03-16,28.992496490478516
1995-03-17,29.021339416503906
1995-03-20,29.021339416503906
1995-03-21,28.94814109802246
1995-03-22,28.975589752197266
1995-03-23,28.993900299072266
1995-03-24,29.405595779418945
1995-03-27,29.524526596069336
1995-03-28,29.524526596069336
1995-03-29,29.515390396118164
1995-03-30,29.46051025390625
1995-03-31,29.341556549072266
1995-04-03,29.41476058959961
1995-04-04,29.60689926147461
1995-04-05,29.60689926147461
1995-04-06,29.71668815612793
1995-04-07,29.689233779907227
1995-04-10,29.744121551513672
1995-04-11,29.643470764160156
1995-04-12,29.744121551513672
1995-04-13,29.9088134765625
1995-04-17,29.734981536865234
1995-04-18,29.634340286254883
1995-04-19,29.60689926147461
1995-04-20,29.65264129638672
1995-04-21,29.799020767211914
1995-04-24,30.146709442138672
1995-04-25,30.064346313476562
1995-04-26,30.091808319091797
1995-04-27,30.165000915527344
1995-04-28,30.210750579833984
1995-05-01,30.128408432006836
1995-05-02,30.19243812561035
1995-05-03,30.61329460144043
1995-05-04,30.595012664794922
1995-05-05,30.558433532714844
1995-05-08,30.777999877929688
1995-05-09,30.75053596496582
1995-05-10,30.78713607788086
1995-05-11,30.869489669799805
1995-05-12,30.887779235839844
1995-05-15,31.034175872802734
1995-05-16,31.052473068237305
1995-05-17,30.933528900146484
1995-05-18,30.485227584838867
1995-05-19,30.503498077392578
1995-05-22,30.842039108276367
1995-05-23,31.12566566467285
1995-05-24,31.107358932495117
1995-05-25,31.13479995727539
1995-05-26,30.777999877929688
1995-05-30,30.76884651184082
1995-05-31,31.40928840637207
1995-06-01,31.32694435119629
1995-06-02,31.354385375976562
1995-06-05,31.546510696411133
1995-06-06,31.491622924804688
1995-06-07,31.32694435119629
1995-06-08,31.253761291503906
1995-06-09,31.070764541625977
1995-06-12,31.244598388671875
1995-06-13,31.583126068115234
1995-06-14,31.555665969848633
1995-06-15,31.692935943603516
1995-06-16,31.787010192871094
1995-06-19,32.14591979980469
1995-06-20,32.06309127807617
1995-06-21,32.0446891784668
1995-06-22,32.46802520751953
1995-06-23,32.403602600097656
1995-06-26,32.01708221435547
1995-06-27,31.95265007019043
1995-06-28,32.11832046508789
1995-06-29,32.06309127807617
1995-06-30,32.0446891784668
1995-07-03,32.1643180847168
1995-07-05,32.28396224975586
1995-07-06,32.69810104370117
1995-07-07,32.8453483581543
1995-07-10,32.86375045776367
1995-07-11,32.707305908203125
1995-07-12,33.11221694946289
1995-07-13,33.03860092163086
1995-07-14,33.01101303100586
1995-07-17,33.1950569152832
1995-07-18,32.90974426269531
1995-07-19,32.55084228515625
1995-07-20,32.67049026489258
1995-07-21,32.63368225097656
1995-07-24,32.87295913696289
1995-07-25,33.121437072753906
1995-07-26,33.09383010864258
1995-07-27,33.36991500854492
1995-07-28,33.158233642578125
1995-07-31,33.07541275024414
1995-08-01,33.02019500732422
1995-08-02,32.94657516479492
1995-08-03,32.93737030029297
1995-08-04,32.97419738769531
1995-08-07,33.04780578613281
1995-08-08,33.04780578613281
1995-08-09,33.03860092163086
1995-08-10,32.964988708496094
1995-08-11,32.780921936035156
1995-08-14,33.07541275024414
1995-08-15,33.01101303100586
1995-08-16,33.10301971435547
1995-08-17,33.04780578613281
1995-08-18,33.08462905883789
1995-08-21,32.992610931396484
1995-08-22,33.05701446533203
1995-08-23,32.93737030029297
1995-08-24,32.97419738769531
1995-08-25,33.158233642578125
1995-08-28,33.03860092163086
1995-08-29,33.121437072753906
1995-08-30,33.1950569152832
1995-08-31,33.22266387939453
1995-09-01,33.36991500854492
1995-09-05,33.682804107666016
1995-09-06,33.74723434448242
1995-09-07,33.765655517578125
1995-09-08,33.89448547363281
1995-09-11,33.98649597167969
1995-09-12,34.14295196533203
1995-09-13,34.29940414428711
1995-09-14,34.612308502197266
1995-09-15,34.602752685546875
1995-09-18,34.47324752807617
1995-09-19,34.6397705078125
1995-09-20,34.80632019042969
1995-09-21,34.519493103027344
1995-09-22,34.528724670410156
1995-09-25,34.47324752807617
1995-09-26,34.4639778137207
1995-09-27,34.43621063232422
1995-09-28,34.69528579711914
1995-09-29,34.63053894042969
1995-10-02,34.45473098754883
1995-10-03,34.49173355102539
1995-10-04,34.45473098754883
1995-10-05,34.556495666503906
1995-10-06,34.58425521850586
1995-10-09,34.29745101928711
1995-10-10,34.27893829345703
1995-10-11,34.38997268676758
1995-10-12,34.602752685546875
1995-10-13,34.713783264160156
1995-10-16,34.54724884033203
1995-10-17,34.77854919433594
1995-10-18,34.880332946777344
1995-10-19,35.046875
1995-10-20,34.83406448364258
1995-10-23,34.76006317138672
1995-10-24,34.79705047607422
1995-10-25,34.51023483276367
1995-10-26,34.1956787109375
1995-10-27,34.45473098754883
1995-10-30,34.67677688598633
1995-10-31,34.528724670410156
1995-11-01,34.80632019042969
1995-11-02,35.02836990356445
1995-11-03,35.07461166381836
1995-11-06,34.95435333251953
1995-11-07,34.824806213378906
1995-11-08,35.139373779296875
1995-11-09,35.26890563964844
1995-11-10,35.250404357910156
1995-11-13,35.213401794433594
1995-11-14,34.982078552246094
1995-11-15,35.333683013916016
1995-11-16,35.52796936035156
1995-11-17,35.63900375366211
1995-11-20,35.453956604003906
1995-11-21,35.740753173828125
1995-11-22,35.6297492980957
1995-11-24,35.72227096557617
1995-11-27,35.73152160644531
1995-11-28,36.11085891723633
1995-11-29,36.14786148071289
1995-11-30,36.06460189819336
1995-12-01,36.11085891723633
1995-12-04,36.55495834350586
1995-12-05,36.79550552368164
1995-12-06,36.87879180908203
1995-12-07,36.684478759765625
1995-12-08,36.80475616455078
1995-12-11,36.96204376220703
1995-12-12,36.851016998291016
1995-12-13,37.082332611083984
1995-12-14,36.81399917602539
1995-12-15,36.82748794555664
1995-12-18,36.11998748779297
1995-12-19,36.50165939331055
1995-12-20,36.14789581298828
1995-12-21,36.334110260009766
1995-12-22,36.46442413330078
1995-12-26,36.64128875732422
1995-12-27,36.622684478759766
1995-12-28,36.58544921875
1995-12-29,36.63200378417969
1996-01-02,37.02299118041992
1996-01-03,37.12539291381836
1996-01-04,36.77164077758789
1996-01-05,36.69716262817383
1996-01-08,36.8368034362793
1996-01-09,36.20376205444336
1996-01-10,35.72898864746094
1996-01-11,35.94310760498047
1996-01-12,35.88725662231445
1996-01-15,35.812774658203125
1996-01-16,36.25030517578125
1996-01-17,36.13860321044922
1996-01-18,36.25962829589844
1996-01-19,36.50165939331055
1996-01-22,36.510963439941406
1996-01-23,36.59476089477539
1996-01-24,36.89265441894531
1996-01-25,36.76233673095703
1996-01-26,37.07883834838867
1996-01-29,37.22779083251953
1996-01-30,37.544307708740234
1996-01-31,37.9352912902832
1996-02-01,38.074920654296875
1996-02-02,37.916664123535156
1996-02-05,38.22385025024414
1996-02-06,38.58693313598633
1996-02-07,38.81037902832031
1996-02-08,39.22928237915039
1996-02-09,39.21996307373047
1996-02-12,39.51787185668945
1996-02-13,39.43408203125
1996-02-14,39.089637756347656
1996-02-15,38.847599029541016
1996-02-16,38.689361572265625
1996-02-20,38.30765914916992
1996-02-21,38.782447814941406
1996-02-22,39.39684295654297
1996-02-23,39.28513717651367
1996-02-26,38.72658920288086
1996-02-27,38.605560302734375
1996-02-28,38.42867660522461
1996-02-29,38.05632019042969
1996-03-01,38.661441802978516
1996-03-04,38.88484191894531
1996-03-05,39.24790573120117
1996-03-06,38.9034538269043
1996-03-07,39.09895706176758
1996-03-08,37.8328857421875
1996-03-11,38.27043151855469
1996-03-12,37.97250747680664
1996-03-13,38.23319625854492
1996-03-14,38.40074920654297
1996-03-15,38.374942779541016
1996-03-18,39.1136474609375
1996-03-19,39.029483795166016
1996-03-20,38.98272705078125
1996-03-21,38.88923263549805
1996-03-22,38.992103576660156
1996-03-25,38.917293548583984
1996-03-26,39.104305267333984
1996-03-27,38.748966217041016
1996-03-28,38.898590087890625
1996-03-29,38.711578369140625
1996-04-01,39.160400390625
1996-04-02,39.23521041870117
1996-04-03,39.23521041870117
1996-04-04,39.2071418762207
1996-04-08,38.53392028808594
1996-04-09,38.384307861328125
1996-04-10,37.70170593261719
1996-04-11,37.65496063232422
1996-04-12,38.1318359375
1996-04-15,38.44975280761719
1996-04-16,38.56196594238281
1996-04-17,38.46844482421875
1996-04-18,38.52455139160156
1996-04-19,38.6180534362793
1996-04-22,38.917293548583984
1996-04-23,39.0388298034668
1996-04-24,38.898590087890625
1996-04-25,39.076236724853516
1996-04-26,39.160400390625
1996-04-29,39.160400390625
1996-04-30,39.13235092163086
1996-05-01,39.216514587402344
1996-05-02,38.54325866699219
1996-05-03,38.487159729003906
1996-05-06,38.44975280761719
1996-05-07,38.29078674316406
1996-05-08,38.767669677734375
1996-05-09,38.73960876464844
1996-05-10,39.123008728027344
1996-05-13,39.71210479736328
1996-05-14,39.955204010009766
1996-05-15,39.908443450927734
1996-05-16,39.992610931396484
1996-05-17,40.20767593383789
1996-05-20,40.478843688964844
1996-05-21,40.42271423339844
1996-05-22,40.80611801147461
1996-05-23,40.63780975341797
1996-05-24,40.79676818847656
1996-05-28,40.385318756103516
1996-05-29,40.114173889160156
1996-05-30,40.31985855102539
1996-05-31,40.02064514160156
1996-06-03,40.13286590576172
1996-06-04,40.41339111328125
1996-06-05,40.76868438720703
1996-06-06,40.469512939453125
1996-06-07,40.469512939453125
1996-06-10,40.33858871459961
1996-06-11,40.30116653442383
1996-06-12,40.22637176513672
1996-06-13,40.22637176513672
1996-06-14,40.058082580566406
1996-06-17,40.03001403808594
1996-06-18,39.702754974365234
1996-06-19,39.88039779663086
1996-06-20,39.85234069824219
1996-06-21,40.19511413574219
1996-06-24,40.27033996582031
1996-06-25,40.223331451416016
1996-06-26,39.95070266723633
1996-06-27,40.232704162597656
1996-06-28,40.37371826171875
1996-07-01,40.721519470214844
1996-07-02,40.57112121582031
1996-07-03,40.48652267456055
1996-07-05,39.452510833740234
1996-07-08,39.2927131652832
1996-07-09,39.452510833740234
1996-07-10,39.612308502197266
1996-07-11,38.813297271728516
1996-07-12,38.841495513916016
1996-07-15,37.694671630859375
1996-07-16,37.78866958618164
1996-07-17,38.23987579345703
1996-07-18,38.76629638671875
1996-07-19,38.48428726196289
1996-07-22,38.202266693115234
1996-07-23,37.713462829589844
1996-07-24,37.78866958618164
1996-07-25,38.127079010009766
1996-07-26,38.333892822265625
1996-07-29,37.9108772277832
1996-07-30,38.277469635009766
1996-07-31,38.559486389160156
1996-08-01,39.19871139526367
1996-08-02,40.044715881347656
1996-08-05,39.8096923828125
1996-08-06,39.93194580078125
1996-08-07,40.035316467285156
1996-08-08,39.96950912475586
1996-08-09,39.837913513183594
1996-08-12,40.12933349609375
1996-08-13,39.8096923828125
1996-08-14,39.95070266723633
1996-08-15,39.87551498413086
1996-08-16,40.21392059326172
1996-08-19,40.232704162597656
1996-08-20,40.20451736450195
1996-08-21,40.06351089477539
1996-08-22,40.439517974853516
1996-08-23,40.223331451416016
1996-08-26,40.025909423828125
1996-08-27,40.17631912231445
1996-08-28,40.11051940917969
1996-08-29,39.715702056884766
1996-08-30,39.302101135253906
1996-09-03,39.555904388427734
1996-09-04,39.5934944152832
1996-09-05,39.11408996582031
1996-09-06,39.668701171875
1996-09-09,40.138702392578125
1996-09-10,40.11990737915039
1996-09-11,40.34552001953125
1996-09-12,40.627525329589844
1996-09-13,41.2479362487793
1996-09-16,41.3983268737793
1996-09-17,41.30434036254883
1996-09-18,41.20096206665039
1996-09-19,41.3607177734375
1996-09-20,41.5074462890625
1996-09-23,41.49801254272461
1996-09-24,41.48854446411133
1996-09-25,41.51690673828125
1996-09-26,41.49801254272461
1996-09-27,41.53580856323242
1996-09-30,41.49801254272461
1996-10-01,41.724769592285156
1996-10-02,42.00822830200195
1996-10-03,41.97042465209961
