date,macro_score,liquidity_score,risk_score,equity_score,theta_deg,phi_deg,coherence_theta,coherence_phi
1993-02-28,0.38573245220302466,-0.06249615770362545,-0.8576412489318903,-0.9435840205941196,-167.22141728690656,-132.01938866676778,0.9149496622493565,1.2717194887276928
1993-03-31,0.4306023887036827,-0.06497465337596986,-0.9425705759165148,-0.939883067656348,-171.5443481767741,-134.78840769540548,0.9079956899952855,1.325997562738595
1993-04-30,0.47592142845462715,-0.128157504711553,-0.9573994570484394,-0.9442055762969992,-176.5035135612091,-135.09737683324786,1.0488895063271493,1.3392842266618574
1993-05-31,0.5303865094540015,0.04406175230735809,-0.8158505787407226,-0.9397662205915732,178.24833648532592,-130.73939906481553,0.6416177987457906,1.2418883389160382
1993-06-30,0.4882327308304052,0.06200636614597325,-1.113777216488067,-0.9391565278123528,-175.69685588846303,-139.50597809249086,0.6007474531141187,1.4480996937684987
1993-07-31,0.40794967179098895,0.08155809239437754,-1.050417346463507,-0.9399800490693914,-163.07513848428292,-137.83936388032953,0.5780412894955376,1.402203665767448
1993-08-31,0.3221217279932478,0.08824430325606507,-1.0342402216026212,-0.9335093290106898,-150.82228545859883,-137.5998532332589,0.6153360053642599,1.3861638939789254
1993-09-30,0.32828019044473045,0.11636874732790954,-0.8805586924942442,-0.9347846692505952,-148.33242635190047,-133.02694543561327,0.5534160934890968,1.280343504309891
1993-10-31,0.4429101221555355,0.15283114701194525,-1.0868155559921464,-0.9313516528180104,-163.4255666001461,-139.0572882316077,0.4018353443831342,1.42305814744439
1993-11-30,0.4731544287097401,0.1704724724207564,-0.7767561388808191,-0.933245817105928,-168.7706928039021,-129.57439073402458,0.3502955441981152,1.2122920795402081
1993-12-31,0.4050499001910831,0.18846789422595564,-1.059853895496239,-0.9310905519721824,-150.167683614672,-138.36121597537576,0.34721717090654936,1.4031142987875125
1994-01-31,0.5197987892677759,0.1684491556769436,-1.1987065434726916,-0.9248925905365348,179.44658241184985,-141.9721871132668,0.3483710357697221,1.5032508477810433
1994-02-28,0.5453089143086973,0.25109036515442773,-0.6271188267059955,-0.930256129579286,164.54024922304848,-123.91640354501354,0.1594847234924646,1.122414923106261
1994-03-31,0.6185307303785009,0.29957413950058687,0.1251123367916569,-0.9377375878931647,104.31563326546588,-83.44739285306764,0.15984138293040134,0.9451037732124012
1994-04-30,0.6470411725136821,0.411374451176633,-0.7754080237151803,-0.9358195822411892,41.59081089116173,-129.4489851349759,0.29922874180575737,1.2134431616873838
1994-05-31,0.7046192927140005,0.5111418446463979,-0.8751663603950653,-0.9330623064603614,32.02842369837144,-132.90698857296104,0.5411412582966609,1.2754946737337207
1994-06-30,0.788657579589951,0.4820674903195701,-0.6136379321763739,-0.9370893308791952,46.82283915612944,-123.16311666595668,0.5703916575853324,1.1208483619711938
1994-07-31,0.8119824732158328,0.48992729689832143,-1.131302327951242,-0.9315384209280508,47.85667829211478,-140.17120515122664,0.6092602521278089,1.4562514412475067
1994-08-31,0.8924920886599828,0.5189436986006969,-1.0180632253050714,-0.9247807066572172,50.32794438870826,-137.42435996400607,0.7474191950516701,1.3686184371241883
1994-09-30,0.8408309227935539,0.570245780612682,-0.7066558215914414,-0.929428312013987,39.67553433175186,-127.10381106694402,0.7769228184233561,1.1668450491762654
1994-10-31,0.7825028445606921,0.588454589421877,-0.6689093683338272,-0.924329246731038,32.387552004465455,-125.7828375701467,0.7589158638626781,1.1408530525019174
1994-11-30,0.8842317787894562,0.773965769077435,-0.4815257314647389,-0.9316742872390164,27.56521684718747,-117.43139197709829,1.2157988326946545,1.051033845746251
1994-12-31,0.9305542836099638,0.8858248575613711,-0.8522489168327116,-0.9303843779714353,25.28966617127974,-132.2441820401491,1.4834138922753206,1.25838773237854
1995-01-31,0.9952005557092607,0.8120247510391642,-1.0194113404706968,-0.92438802296602,32.120695749003445,-137.4737207537302,1.3784202760885176,1.369321787316308
1995-02-28,1.0608501508648545,0.7171667342438323,-1.0477211161322428,-0.9168619470847296,41.44776775662191,-138.47622634362574,1.2594213718309775,1.384801792732497
1995-03-31,1.055085901912053,0.7277137485900216,-0.8293314732703443,-0.911516773119159,40.40871425548044,-132.06443416527333,1.2723949379938513,1.2293719489755401
1995-04-30,0.9617780844264359,0.7293091176221304,-1.0477211161322428,-0.9056723924204504,35.02347096924168,-138.82514687295094,1.1876777819376394,1.3774000022019561
1995-05-31,0.9518796494222396,0.8018969870985009,-0.8994317905597219,-0.8976135343075795,30.232086564267327,-134.785536384348,1.3235894524157332,1.2663002409000428
1995-06-30,0.9243207858578364,0.91401959114412,-1.0976002201905173,-0.8933411579819703,23.91214004091042,-140.50949579782667,1.5398136669498317,1.4065202311607454
1995-07-31,0.8564906646275994,0.9591307343621124,-0.8131544769727946,-0.8864106675157483,18.958472412701965,-132.308905849826,1.6007291306674454,1.2001432396180078
1995-08-31,0.7911918137726887,1.0626116642138588,-1.0787269935617034,-0.8854205644635734,13.434488089146216,-140.27848091592426,1.8070679458961114,1.387273271445825
1995-09-30,0.7712563081875994,1.0938566425343432,-0.914260800254969,-0.8759541420735605,12.000413817014435,-135.94615612756286,1.8721225655592082,1.2613618738699273
1995-10-31,0.7294032098753396,1.0444342802591766,-0.7673195898480734,-0.8766387318589289,10.732442778044117,-131.00362657761036,1.745337768853038,1.1630985785805639
1995-11-30,0.6867252243142559,0.9929404244138512,-1.0706385596945964,-0.8663116346530285,9.250224993942096,-140.68327105172307,1.6145223353064644,1.3690085535216154
1995-12-31,0.6806650368209224,0.961838272781729,-0.943918562518804,-0.8624964766084167,9.34677226059802,-137.28783936541336,1.540728918418001,1.273143443049344
1996-01-31,0.7622506207408846,0.8920202920008332,-0.9425705759165148,-0.8537332912833719,15.477359517864366,-137.5391861941879,1.4068528592642189,1.2662372243780622
1996-02-29,0.7350376778640162,0.9442454510466224,-0.3345843924945071,-0.8529195040934784,12.714676728501766,-111.75442674623146,1.5160132988132893,0.9194891230894783
1996-03-31,0.7355188054467993,1.0560023294142764,-0.0865371159321093,-0.8485136083697549,10.866391707871133,-96.62707626888196,1.7738593391310462,0.855307330147183
1996-04-30,0.8842711537716982,1.0375430262457093,-0.497702727762275,-0.8456843724513186,18.328285695243334,-120.56050070406049,1.789349945440605,0.9833547214573226
1996-05-31,0.896951119197995,1.0565629235472371,-0.465348735167189,-0.8397115638321169,18.464968432649577,-119.12273639638367,1.8379981992107621,0.9624533812781625
1996-06-30,0.8929051052928004,1.0102844676467464,-0.7875408030791765,-0.8373375326531856,19.411722457866286,-133.03759307497913,1.7328824410658432,1.1470723883515983
1996-07-31,0.8213318442370459,1.0205459466751499,-0.0083482362122891,-0.8495362608520096,15.696767704754977,-91.50845281724978,1.7227925978392402,0.8509112905233177
1996-08-31,0.8671925711448036,0.9899954762502353,-0.3386287379913967,-0.8445429875877231,18.68188868702954,-112.17948037380742,1.6748349908780051,0.9131873120370642
1996-09-30,0.8318636128138185,0.940497726235884,-0.3467171718584901,-0.8297778813406924,18.162770231310137,-112.99782861573593,1.547095436068823,0.9025694324660697
1996-10-31,0.8343955194381251,0.9161802707009238,-0.1903394124188622,-0.8207565320383594,18.989040979449047,-103.67897494402338,1.4940419825293565,0.8457901093479305
