date,Close,High,Low,Open,Volume
,XLY,XLY,XLY,XLY,XLY
1998-12-22,18.83380889892578,18.83380889892578,18.71826405905507,18.71826405905507,3700
1998-12-23,18.914688110351562,19.041787419584224,18.833806731748957,18.85691569706399,12000
1998-12-24,19.261316299438477,19.261316299438477,19.087999116180182,19.18043494725127,1600
1998-12-28,19.088001251220703,19.180437092630974,19.088001251220703,19.16888261245469,8600
1998-12-29,19.50397491455078,19.50397491455078,19.145785801783557,19.145785801783557,1100
1998-12-30,19.342205047607422,19.527076780439987,19.342205047607422,19.492413330533882,31700
1998-12-31,19.319095611572266,19.411531475742468,19.319095611572266,19.34220457761482,32400
1999-01-04,19.203548431396484,19.619509769260667,19.15733050496713,19.342202210684547,5200
1999-01-05,19.527070999145508,19.527070999145508,19.319090361284786,19.319090361284786,1300
1999-01-06,20.081701278686523,20.081701278686523,19.75817559640619,19.75817559640619,8100
1999-01-07,20.05858039855957,20.197234180116432,19.966144544188328,19.98925350778114,13700
1999-01-08,20.081701278686523,20.26657309713243,20.04703781272792,20.174137187909476,18600
1999-01-11,19.977705001831055,20.174131251126095,19.81594220829396,20.151022280620797,63100
1999-01-12,19.457761764526367,19.735069533141946,19.434652783808403,19.67729708134703,3300
1999-01-13,19.550182342529297,19.550182342529297,18.99556724061357,18.99556724061357,3400
1999-01-14,19.111108779907227,19.457743159228396,19.018672945421578,19.36530732474275,36600
1999-01-15,19.35375213623047,19.376861094005072,19.261316305132056,19.36530661511777,34800
1999-01-19,19.342205047607422,19.65417609676238,19.342205047607422,19.57329471364813,4100
1999-01-20,19.665735244750977,19.850607021434886,19.538635898280788,19.61951730058,3500
1999-01-21,19.480865478515625,19.642628299808162,19.4346475295749,19.6195193253378,31500
1999-01-22,19.57330322265625,19.631075664281564,19.134232666303866,19.180450619604116,12300
1999-01-25,19.527070999145508,19.573288918670112,19.388417240571695,19.480853079620903,8100
1999-01-26,19.9892520904541,19.9892520904541,19.584845256254162,19.64261766113987,3700
1999-01-27,19.96615219116211,20.05858808093601,19.96615219116211,20.01237013604906,1900
1999-01-28,20.174131393432617,20.174131393432617,20.012368598754463,20.012368598754463,4300
