date,Close,High,Low,Open,Volume
,TLT,TLT,TLT,TLT,TLT
2002-07-30,36.922306060791016,37.09441912710076,36.922306060791016,37.02647994069063,6100
2002-07-31,37.379764556884766,37.50205579986579,37.09442408248075,37.117068177288736,29400
2002-08-01,37.59262466430664,37.6016816076481,37.384280412155974,37.384280412155974,25000
2002-08-02,37.97761154174805,38.09084234745125,37.53827546273483,37.66509686776758,52800
2002-08-05,38.14518737792969,38.2448310215471,37.97760457225228,38.06366107456356,61100
2002-08-06,37.81909942626953,38.00026945594467,37.69228144215621,37.98668230843694,64900
2002-08-07,37.909671783447266,38.10895910418565,37.75567954871662,37.864380152969424,40300
2002-08-08,37.909671783447266,37.94137627033474,37.75567954871662,37.85532320908582,40900
2002-08-09,38.44415283203125,38.44415283203125,38.045581319344194,38.045581319344194,35900
2002-08-12,38.67964553833008,39.268443679314025,38.56188452792125,38.634353905259026,32100
2002-08-13,39.15523147583008,39.16429188006795,38.666076768469296,38.851773588964654,75400
2002-08-14,39.304683685302734,39.8119590287034,39.291096539096294,39.61267166959411,130000
2002-08-15,38.960453033447266,39.177857694846026,38.88345691701578,39.12350566561387,87100
2002-08-16,38.52568817138672,39.18695634765439,38.416987452755556,39.150725078466365,85000
2002-08-19,38.64344024658203,38.65249719787403,38.36715658248435,38.52115239871009,47300
2002-08-20,39.073665618896484,39.08272601397592,38.77020803877212,38.779268433851556,40800
2002-08-21,38.865333557128906,38.99668168245832,38.783807253666836,38.80645479288993,40000
2002-08-22,38.52568817138672,38.74762326865616,38.52568817138672,38.74762326865616,34400
2002-08-23,38.90608215332031,38.928726227536885,38.58903401453734,38.58903401453734,20100
2002-08-26,38.94234848022461,39.04651890847648,38.80193990160197,38.81552704828432,23900
2002-08-27,38.69778060913086,38.806481269400415,38.589076493329614,38.67966325649732,301800
2002-08-28,38.892539978027344,39.03294514927532,38.878949371153,38.969536139322564,18100
2002-08-29,39.205039978027344,39.3409183510568,39.109926499118956,39.295626711890506,135700
2002-08-30,39.44053268432617,39.46317675929543,39.155189004383914,39.291067276311466,78100
2002-09-03,40.046905517578125,40.046905517578125,39.57383852565158,39.610229095121866,102100
2002-09-04,40.037811279296875,40.16517828879179,39.955934222676795,40.042360968663594,66300
2002-09-05,40.25614929199219,40.324380747583234,39.74669169002781,40.287990175215214,648400
2002-09-06,39.78309631347656,40.11515433042212,39.66482864670726,40.01508195626326,140000
2002-09-09,39.723915100097656,39.95135077092786,39.692074244997144,39.80124239528562,83800
2002-09-10,39.91497039794922,40.02868826233084,39.57381680480435,39.65114411968934,336000
2002-09-11,39.70574188232422,39.71029156997771,39.46011080495836,39.57382870353173,177700
2002-09-12,40.01508712768555,40.09241452847559,39.78765114625766,39.79220083759756,43400
2002-09-13,40.38349914550781,40.45628026559022,40.110576885988415,40.17880831846697,155100
2002-09-16,40.451744079589844,40.58365730097186,40.4380984826186,40.57455792272704,73000
2002-09-17,40.529083251953125,40.62915561942907,40.19247903713158,40.31984260650206,75400
2002-09-18,40.53818893432617,40.73833022999213,40.49269896356809,40.5563842285499,196600
2002-09-19,40.81105041503906,40.83379189603358,40.60181004977084,40.80195104632738,109900
2002-09-20,40.62006759643555,40.72013651294564,40.510895826864726,40.688295614420234,113500
2002-09-23,40.98394775390625,41.04762952713712,40.8338392296922,40.93846126879797,163200
2002-09-24,41.24777603149414,41.36604367426931,41.033985724691675,41.07492599235852,251900
2002-09-25,40.747406005859375,41.10220536168018,40.601847206794545,40.98393775294141,127200
2002-09-26,40.65189743041992,40.724675119927674,40.30619386166712,40.5063385810077,429000
2002-09-27,40.95667266845703,40.95667266845703,40.70194547532898,40.724686991630996,298200
2002-09-30,41.12043762207031,41.347873667026015,40.97487869211461,41.23870533715889,297800
2002-10-01,40.61036682128906,40.77474456404769,40.54644253061766,40.710820273376285,257500
2002-10-02,40.84321594238281,40.85691698510669,40.564687295053844,40.747329544982684,91000
2002-10-03,40.74280548095703,40.87065413466787,40.54646548172551,40.774767644384745,29900
2002-10-04,40.870628356933594,40.96651478673968,40.3637975968069,40.3637975968069,131000
2002-10-07,40.939144134521484,41.0761233374458,40.84782118229084,41.04872819358383,433800
2002-10-08,40.952816009521484,41.33179470173151,40.80213584560002,40.86606013024326,530900
2002-10-09,41.162841796875,41.2678587418157,41.07151892778389,41.23133307779052,402900
2002-10-10,40.838645935058594,41.171964765976604,40.765587653229076,41.171964765976604,97100
2002-10-11,40.35467529296875,40.73822460727117,40.20856209790434,40.683430852767,421800
2002-10-14,40.295310974121094,40.43229359467369,40.21312209851209,40.409461996710675,18300
2002-10-15,39.34101104736328,39.8615394442518,39.33644403093785,39.72455682039152,297100
2002-10-16,39.359256744384766,39.54189901019211,39.217710643099515,39.54189901019211,125200
2002-10-17,38.87982940673828,39.06703522615976,38.8433002524471,38.87526239154891,233400
2002-10-18,38.98029327392578,38.989423823136796,38.48259299341104,38.820479052023934,459100
2002-10-21,38.601322174072266,39.08532154501966,38.58305758676676,39.03966181856282,134900
2002-10-22,38.49174499511719,38.742875277201414,38.45521581399475,38.742875277201414,205000
2002-10-23,38.50542449951172,38.90266783607561,38.43693318794845,38.69719738499862,127800
2002-10-24,38.84331130981445,38.92550018856004,38.3912742185202,38.42780338320999,339600
2002-10-25,38.98486328125,39.06705217225023,38.879846271624565,38.97116571335219,146100
2002-10-28,38.9300651550293,39.10357345274968,38.9026665411483,39.067044289983485,97800
2002-10-29,39.436912536621094,39.67434522713653,39.162947184377074,39.185778791602125,125000
2002-10-30,39.42321014404297,39.5784574039529,39.29992852660883,39.43691119808147,31900
2002-10-31,39.601253509521484,39.66061075602083,39.27706170990167,39.29076275165776,512700
2002-11-01,39.43569564819336,39.871422434130615,39.100871397411666,39.58246710760137,125100
2002-11-04,39.26142501831055,39.33022494548236,39.10089418778276,39.20638787602082,342500
2002-11-05,39.11000442504883,39.261363327135435,39.02744534202924,39.261363327135435,73800
2002-11-06,39.2659912109375,39.50449352925069,38.94492972487979,39.00914202209133,118500
2002-11-07,40.23836898803711,40.23836898803711,39.834744688128936,39.926479074157626,147900
2002-11-08,40.563987731933594,40.66030614047174,40.33924127937152,40.54564086850161,294700
2002-11-11,40.784183502197266,40.784183502197266,40.545681039893424,40.6144809711016,70000
2002-11-12,40.55023193359375,40.889640187900596,40.53188506858977,40.889640187900596,494300
2002-11-13,40.63739776611328,40.67867911015488,40.343854761427906,40.568597858916384,104700
2002-11-14,39.79344940185547,40.20165761771105,39.79344940185547,40.20165761771105,118000
2002-11-15,39.954017639160156,40.00905829832778,39.564155926494095,39.69258063190778,110700
2002-11-18,40.132896423339844,40.192521181131184,39.88521869978136,39.91273728040646,32200
